Date,Open,High,Low,Close,Volume,Market Cap
2020-10-24,12931.57,13145.07,12885.75,13108.06,24542317940.0,242839876186.0
2020-10-23,12971.55,13015.96,12752.65,12931.54,28974975003.0,239557562148.0
2020-10-22,12801.64,13161.59,12717.09,12965.89,34729759598.0,240166387522.0
2020-10-21,11913.08,13184.57,11900.93,12823.69,43414712626.0,237532386963.0
2020-10-20,11745.97,11999.92,11681.48,11916.34,30915821592.0,220721282865.0
2020-10-19,11495.04,11799.09,11408.29,11742.04,23860769928.0,217482407293.0
2020-10-18,11355.98,11483.36,11347.58,11483.36,18283314340.0,212682581771.0
2020-10-17,11322.12,11386.26,11285.35,11358.1,19130430174.0,210353665235.0
2020-10-16,11502.83,11540.06,11223.01,11322.12,25635480772.0,209676088344.0
2020-10-15,11426.6,11569.91,11303.6,11495.35,24487233058.0,212873103428.0
2020-10-14,11429.05,11539.98,11307.83,11429.51,24103426719.0,211643390713.0
2020-10-13,11548.72,11548.98,11321.22,11425.9,24241420251.0,211565586739.0
2020-10-12,11392.64,11698.47,11240.69,11555.36,26163972642.0,213950143824.0
2020-10-11,11296.08,11428.81,11288.63,11384.18,19968627060.0,210766812992.0
2020-10-10,11059.14,11442.21,11056.94,11296.36,22877978588.0,209130239495.0
2020-10-09,10927.91,11102.67,10846.85,11064.46,22799117613.0,204827451843.0
2020-10-08,10669.37,10945.74,10562.61,10915.69,63314794397.0,202064144550.0
2020-10-07,10603.36,10680.51,10562.51,10668.97,37799458436.0,197485816055.0
2020-10-06,10796.31,10797.58,10528.89,10604.41,42623695307.0,196281911458.0
2020-10-05,10676.53,10793.51,10634.6,10793.34,47537578009.0,199769602128.0
2020-10-04,10550.44,10686.0,10534.39,10669.58,71251776995.0,197468899357.0
2020-10-03,10575.1,10598.94,10511.13,10549.33,44660271563.0,195233191301.0
2020-10-02,10619.82,10657.84,10416.69,10575.98,48661453918.0,195716085732.0
2020-10-01,10795.25,10933.62,10472.36,10619.45,40023134100.0,196512086756.0
2020-09-30,10843.87,10847.26,10669.32,10784.49,44171073700.0,199556965504.0
2020-09-29,10709.65,10860.0,10649.5,10844.64,46582396602.0,200660083839.0
2020-09-28,10776.61,10945.35,10703.89,10709.65,47762394731.0,198154065044.0
2020-09-27,10746.89,10803.98,10622.92,10775.27,53745972818.0,199357967523.0
2020-09-26,10695.58,10773.0,10667.28,10750.72,46852525493.0,198893019774.0
2020-09-25,10761.11,10777.7,10578.91,10692.72,39348590957.0,197809986226.0
2020-09-24,10248.79,10771.06,10231.49,10760.07,47144380902.0,199045623654.0
2020-09-23,10535.49,10537.83,10197.86,10246.19,23788661867.0,189529920746.0
2020-09-22,10459.62,10568.08,10382.73,10538.46,23621787804.0,194932197947.0
2020-09-21,10934.93,10988.3,10380.26,10462.26,28884999244.0,193514327128.0
2020-09-20,11095.87,11095.87,10814.48,10938.27,24699523788.0,202308927892.0
2020-09-19,10933.75,11134.09,10909.62,11094.35,22764204008.0,205185696336.0
2020-09-18,10951.82,11034.91,10829.66,10944.59,26341903912.0,202405809881.0
2020-09-17,10973.25,11037.42,10774.63,10948.99,38151810523.0,202475761712.0
2020-09-16,10797.76,11100.12,10704.88,10974.9,30769986455.0,202942925722.0
2020-09-15,10677.75,10938.63,10656.46,10796.95,32509451925.0,199641896762.0
2020-09-14,10328.73,10800.01,10266.01,10680.84,35453581940.0,197484272947.0
2020-09-13,10452.4,10577.22,10224.33,10323.76,36506852789.0,190870759062.0
2020-09-12,10409.86,10578.84,10292.39,10442.17,36750077324.0,193049493277.0
2020-09-11,10369.03,10434.92,10140.84,10400.91,45201121775.0,192275791669.0
2020-09-10,10242.33,10503.91,10238.14,10363.14,54406443211.0,191568387062.0
2020-09-09,10134.15,10350.54,10017.25,10242.35,24128292755.0,189325507175.0
2020-09-08,10369.31,10414.78,9945.11,10131.52,33430927462.0,187267336728.0
2020-09-07,10281.0,10399.15,9916.49,10369.56,33703098409.0,191657203885.0
2020-09-06,10167.22,10353.93,10056.89,10280.35,37071460174.0,189997214393.0
2020-09-05,10512.53,10581.57,9946.68,10169.57,44916565292.0,187940141276.0
2020-09-04,10230.37,10663.92,10207.94,10511.81,29965130374.0,194255818704.0
2020-09-03,11407.19,11443.02,10182.47,10245.3,31927261555.0,189322069063.0
2020-09-02,11964.82,11964.82,11290.79,11414.03,28037405299.0,210909793681.0
2020-09-01,11679.32,12067.08,11601.13,11970.48,27311555343.0,221181001607.0
2020-08-31,11713.31,11768.88,11598.32,11680.82,22285928250.0,215817677822.0
2020-08-30,11508.71,11715.26,11492.38,11711.51,19760127945.0,216373660045.0
2020-08-29,11541.05,11585.64,11466.29,11506.87,17485597759.0,212583870983.0
2020-08-28,11325.3,11545.62,11316.42,11542.5,19807127588.0,213231661583.0
2020-08-27,11485.61,11570.79,11185.94,11323.4,23240415076.0,209172436817.0
